Affx-92047866A	Affx-92047866A.1	Affx-92047866B	Affx-92047866B.1
1181.11	1998.05	1720.03	7215.93
1222.76	1741.41	1847.98	6593.99
1265.96	2239.47	1737.46	7352.98
1289.12	2105.13	1845.34	7964.6
1432.3	2610.97	1757.44	6013.97
1314.32	2393.47	1570.11	5684.3
1451.56	2160.57	1580.82	5761.51
1304.93	1908.73	1691.66	5520.58
1410.04	2166.19	1621.32	5554.51
1486.64	1710.98	2113.44	6533.83
1335.91	2442.7	1589.01	6874.69
1325.53	1950.47	1755.17	6784.24
1276.63	1785.04	1591.49	5463.3
1297.08	1746.81	1569.38	6577.88
1513.18	2514.58	1838.79	7334.09
1552.91	2210.25	1620.31	6670.79
1217.62	2474.52	1564.67	9121.83
1341.83	1962.58	1574.08	8994.04
1306.55	2244.52	1473.98	6356.34
1340.15	2145.11	1691.04	5264.89
1277.34	1781.02	1357.95	7832.45
1932.95	2292.07	2852.29	5473.37
1367.39	2131.69	1444.09	6163.06
1324.19	1775.06	1746.28	8223.77
1658.57	2084.72	1841.64	7244.84
1336.4	1862.59	1657.16	6156.87
1568.08	2159.4	2313.97	4840.88
1353.26	2066.27	1995.33	5610.59
1284.88	1990.09	1691.73	6192.87
1178.38	1998.92	1248.26	6148.34
1190.07	1795.12	1735.52	5332.54
1291.66	2187.8	1646.34	4828.44
1406.65	2036.59	1854.36	5825.69
1745.98	2167.36	2160.12	6580.65
1456.49	1951.49	2051.28	3892.52
1064.71	1602.11	1662.66	4625.04
1473.07	1871.15	1705.02	6399.39
1443.39	2105.0	1782.02	5942.88
1301.0	1882.5	1703.89	5210.65
1301.0	1708.22	1672.35	6104.28
1457.56	2031.18	2059.35	6376.33
1195.55	1802.7	1945.67	6575.49
1295.76	1965.11	1707.7	5586.05
1358.65	1954.53	1888.12	5598.19
1391.96	1770.27	1643.17	5502.96
1513.63	1900.51	1434.73	6617.41
1350.47	2170.97	1608.17	7181.87
1495.49	2059.17	1592.19	6258.03
1441.8	1696.49	1744.42	5421.36
1326.68	1818.0	2077.1	6401.17
1498.08	1742.59	1972.16	4462.82
1424.21	1881.29	2120.66	5256.77
1389.12	1727.59	2139.33	7037.01
1650.88	2017.85	1874.7	5018.27
1266.58	1977.22	1706.39	5070.98
1220.72	1752.6	1687.56	6976.99
994.09	2077.18	1248.28	6553.88
1346.92	1767.53	1766.52	7476.9
1319.49	1673.54	1662.79	4944.28
1236.22	1810.05	1496.63	6657.53
1663.53	2042.75	2165.05	6568.33
1328.76	1873.93	1902.49	6179.5
1308.28	2084.21	1899.25	7271.72
1323.08	1876.11	1621.77	4859.17
1390.64	1583.05	1918.31	6096.42
1251.56	2131.76	1360.27	6437.01
1213.87	1574.84	1375.4	6909.4
1131.15	1803.52	1692.96	4789.98
1329.48	2033.63	1826.81	7236.16
1324.82	1807.55	1797.3	7585.7
1460.4	1835.07	1660.95	6439.52
1629.1	2046.41	2649.26	5773.3
1370.68	2207.11	1696.76	6226.06
1224.77	2142.35	1557.23	8949.45
1204.63	1984.7	1695.98	6575.58
1009.88	1822.11	1663.19	4256.53
1359.56	1991.41	1661.15	6220.33
1285.11	2055.84	1768.35	6506.38
1213.62	1862.2	1746.31	7152.75
1239.75	1875.75	1628.2	7574.86
1348.5	1952.09	1815.41	6912.42
1285.69	2212.38	1789.62	5452.78
1490.92	1990.33	2119.63	6113.12
1250.81	1852.15	2061.76	8884.47
1334.71	2137.79	1874.21	7433.92
1552.68	1897.43	2079.94	5050.76
1162.95	2433.53	1304.71	7971.71
1298.32	1757.88	1476.11	7561.77
1318.91	1968.02	1715.01	6688.84
1316.63	2158.58	1743.02	7646.82
1323.07	1774.93	1799.57	5418.35
1066.83	1579.09	1080.25	8154.5
1463.71	1898.68	1808.4	7214.76
1409.74	2025.6	2061.79	5584.58
1775.76	1927.67	1879.56	5378.17
1563.72	1844.11	1949.3	5780.77
1278.4	1952.57	1921.91	6049.4
1413.45	2187.82	1617.03	6711.43
1251.3	2225.21	1657.05	5918.6
1397.38	1793.6	1612.57	5545.64
1327.52	2136.57	1745.65	7194.1
1468.87	1885.14	2062.78	7376.16
1343.56	1869.81	1900.85	7543.37
1373.75	1744.48	1963.29	7844.06
1251.59	2845.75	1532.82	1090.35
1292.83	2155.18	1771.59	6030.91
1784.58	2343.34	1819.69	6929.14
1347.47	2146.15	1832.02	7837.64
1238.21	1722.25	1746.91	7065.01
1471.89	2037.82	2013.83	4914.57
1428.02	1946.2	1852.13	6030.67
1356.66	1749.36	1866.2	7154.4
1317.94	2007.58	1547.2	8544.78
1439.91	1889.52	1663.66	6237.81
1198.17	1685.46	1809.17	6177.06
1468.44	1753.63	1793.97	5522.68
1645.82	2230.45	2197.62	5791.12
1614.08	2045.22	2094.04	7747.82
1506.62	1968.64	2576.14	8466.65
1398.16	1906.06	1912.39	4978.74
1366.56	1846.3	1866.07	7505.65
1382.42	2012.79	1918.87	7040.95
1398.17	1923.14	1589.58	9235.68
1307.99	1828.02	1793.81	7972.65
1334.72	1733.91	1804.2	6973.67
1195.53	1820.66	1708.17	8308.06
1466.69	1935.49	1679.93	6880.19
1519.93	1962.64	1956.49	5547.65
1537.69	1970.48	2069.34	8392.61
1376.81	2043.27	1560.16	5812.4
1551.74	2032.54	1981.81	7993.05
1356.17	1759.69	1601.03	7235.43
1343.67	1710.95	1708.79	4726.44
1230.64	1794.98	1902.89	7910.96
1292.76	1992.07	1586.27	4909.48
1203.36	2171.8	1666.17	7311.04
1346.96	1652.83	1578.33	5870.92
1250.27	1851.37	1886.95	7184.95
1334.86	1941.28	1571.61	6445.39
1357.77	1823.68	1907.87	6960.52
1521.24	2005.7	1977.6	10523.19
1414.07	1928.58	2016.35	8656.33
1562.17	1831.15	1786.91	8986.75
1384.07	1874.09	1798.88	6443.3
1384.04	1960.73	1978.29	7128.31
1405.32	2003.44	2308.13	12025.37
1215.69	1761.11	1673.25	9827.13
1412.03	1761.37	1664.25	12455.77
1475.6	2952.27	1469.5	1471.73
1564.34	2145.84	1909.35	14234.96
1336.48	1901.62	1652.97	8978.84
1078.37	1963.94	1258.16	8315.84
1711.09	1802.45	1997.16	11348.66
1380.48	1815.58	1690.4	10221.16
1759.61	2289.67	2016.42	11710.99
1514.43	1911.15	2031.11	10710.57
1483.17	1868.91	1844.02	13661.03
1334.93	1719.89	1727.81	8103.52
1556.02	1763.7	1621.1	14540.48
1655.95	2524.88	1909.58	13969.54
1401.53	1632.75	1443.32	6301.78
1301.56	2050.66	1880.31	18305.11
1389.28	1968.21	1868.76	11190.37
1424.93	1857.61	2021.98	14386.3
1546.59	1871.32	1985.31	9316.72
1320.13	1771.85	1796.6	13118.63
1314.74	1519.13	2019.86	20809.1
1384.56	2014.66	2130.56	10884.75
1417.92	1797.79	1784.49	10830.69
1342.1	1874.01	1585.53	16719.47
1623.29	1885.37	1903.54	15002.22
1411.45	1840.58	1766.66	15798.22
1250.16	1851.05	1574.2	19278.22
1614.87	2397.48	1898.05	12156.67
1645.57	1880.5	2544.07	11310.24
1665.72	2159.39	1712.02	9965.84
1550.78	2072.56	2126.04	10857.75
1210.41	1841.13	1832.4	7065.03
1401.89	1904.49	1738.79	9688.31
1524.81	2174.42	1862.66	11981.88
1751.72	2773.26	1876.82	11070.52
1393.42	1888.74	2028.93	16873.16
1517.84	2486.58	2028.8	15098.91
1469.64	1993.21	1803.09	8256.83
1249.33	1991.14	1889.13	9523.24
1422.29	2071.89	1793.41	10071.07
1480.97	2162.92	1851.95	15861.1
1511.94	2011.59	1856.27	14160.73
1462.43	1807.19	1806.04	8424.91
1364.57	1548.88	1752.04	14452.61
1510.56	2188.15	1444.02	7687.99
1522.51	2152.02	2200.55	9511.44
1582.7	2032.2	2254.38	11442.47
1567.24	1928.13	1788.52	13392.12
1574.38	2031.57	2356.71	16844.78
1431.12	2064.19	1762.57	13059.69
1223.33	1955.87	1553.35	9508.06
1459.47	1974.13	2016.81	15273.03
1520.85	2166.47	1980.47	11659.87
991.28	2037.79	1602.8	11200.16
1275.9	1835.59	1796.67	10440.82
1295.26	1539.94	2309.83	18904.76
1447.35	1877.7	1588.38	8978.11
1403.26	1822.55	1916.65	15836.4
1474.85	3420.59	2186.39	1798.84
1356.5	1986.63	1920.51	15952.14
1382.63	1858.6	1420.08	10010.46
1937.58	11364.95	1136.28	1118.12
1501.75	1969.89	2072.54	8530.75
1442.17	2669.55	1432.05	10250.82
1744.72	1984.58	2852.53	22322.69
1576.85	2320.72	2504.32	11231.92
1787.61	2071.06	2235.25	11199.71
1285.27	2402.69	2146.03	13918.88
1374.3	2048.53	1811.11	15213.88
1488.57	1616.92	2109.83	17787.5
1509.58	2111.89	1948.43	9419.65
1368.65	2046.18	2071.0	14713.5
1518.68	2452.27	1904.65	11013.02
1480.19	2113.95	2055.66	17213.9
1384.22	2067.7	1622.09	10938.37
1363.39	1637.69	1646.3	14564.99
1563.65	1925.67	2082.39	7992.01
1615.88	1989.08	2181.04	12892.53
1334.06	2027.21	1683.01	8449.57
1546.22	2032.59	1733.87	8066.08
1371.51	1678.39	1664.13	11671.63
1424.65	1860.91	1800.44	15916.07
1506.39	2048.01	1656.56	6966.52
1331.15	2163.31	1452.87	10031.51
1567.23	2067.14	1733.71	7720.34
1507.96	3166.67	2086.81	1726.25
1574.99	2049.66	2016.32	12554.02
1725.49	2199.0	2213.27	12039.86
1359.31	1857.77	1855.98	8528.17
1335.78	1720.45	1699.08	7959.69
1416.5	1888.36	1799.42	7125.4
1545.05	1602.35	1924.24	11427.29
1588.06	1787.97	2143.61	8359.32
1390.17	1636.31	1655.34	9046.12
1292.29	1696.83	1718.46	8848.49
1141.91	1680.82	1451.83	15003.87
1434.11	1847.32	1630.0	10211.98
1131.91	1876.06	1384.35	7473.32
1330.22	1661.84	1721.87	11092.83
1533.34	1922.08	2300.25	14347.14
1452.37	1926.01	2015.28	9041.48
1324.28	2065.78	1949.74	10769.63
1199.51	1779.07	1892.73	9713.25
1229.09	1990.05	1738.84	9617.88
1345.64	1750.0	1677.15	10628.01
1324.24	1723.18	1488.08	7743.94
1173.85	1636.73	1619.77	10363.31
1267.47	1623.2	2022.22	10886.9
1352.32	1819.02	1657.46	11237.55
1278.79	1740.36	957.2	13050.3
1296.74	1613.9	1719.75	6940.1
1509.43	1678.33	1946.94	9856.52
1246.27	1828.85	1803.85	8056.57
1344.33	2101.15	1825.72	8879.22
1158.88	1605.87	1842.85	9469.2
1227.88	1661.55	1628.07	9374.32
1182.5	1797.41	1984.56	8114.15
1351.01	1881.91	1537.14	11332.48
1111.14	1594.36	1470.33	9971.44
1135.57	1666.88	1542.06	7566.95
1294.1	1588.46	1716.38	9779.95
1388.41	1821.89	2026.76	10042.8
1371.57	1808.5	1746.66	7290.57
1500.11	1890.78	1785.02	10505.63
1386.08	1722.38	1740.92	9667.3
1346.32	1700.56	2065.47	10818.04
1458.96	2144.67	2222.93	10600.08
1342.4	1732.1	1882.59	11234.03
1362.89	1814.79	1914.82	9286.01
1456.92	1827.98	1867.29	10910.55
1294.69	1703.52	1613.0	11304.56
1212.73	1686.8	1427.64	12295.65
1395.99	1815.3	1704.13	10444.14
1469.46	1676.15	1725.85	8269.05
1350.19	1566.36	1595.97	9377.3
1447.12	1968.17	1891.89	10612.54
1486.6	1944.98	1942.62	11936.63
1445.3	1975.56	2216.33	9341.61
1312.55	1678.36	1878.25	9347.26
1632.04	1773.16	2118.74	11047.28
1485.64	1732.16	1789.92	10518.4
1344.44	1619.38	1675.08	12169.02
1531.11	1702.79	1804.23	11649.09
1665.56	1988.39	2371.39	14190.87
1580.35	1915.55	2483.06	11834.54
1719.04	1719.12	2033.98	12852.97
1380.67	2046.5	1614.69	9091.21
1496.77	2002.53	2162.51	11378.07
1285.12	1748.34	2035.35	7542.35
1455.26	1976.79	1935.36	9085.08
1463.22	1706.54	2055.36	13920.63
1434.66	1854.1	1830.85	10394.77
1334.42	1599.77	1765.62	10335.49
1376.18	1643.75	1831.75	12656.89
1371.13	1906.96	2156.53	11336.94
1502.99	1684.38	2058.08	10538.91
1384.6	1732.15	1857.04	11343.68
1461.83	1735.27	2346.41	12692.86
1433.67	1681.47	2037.92	13825.54
1373.27	1482.64	1656.72	12087.61
1533.65	1725.81	2136.97	10085.86
1433.08	1609.95	1679.4	9493.97
1481.24	1723.7	1900.12	8988.75
1427.23	1750.77	1825.59	8370.75
1289.65	1656.99	1675.06	8699.33
1292.09	1565.73	1965.1	10051.33
1364.27	1643.74	1557.32	9260.43
1300.07	1728.88	1629.32	11618.27
1384.61	1806.14	1747.66	7664.19
1495.72	1730.69	2014.74	12231.89
1385.19	1907.45	1936.07	8786.88
1418.96	1692.06	1982.33	9123.86
1506.15	1628.88	1865.77	10677.57
1391.58	1755.24	1853.37	10505.6
1324.21	1668.63	1892.25	8231.54
1453.96	1579.56	1757.72	8239.98
1372.81	1690.01	1695.51	10181.89
1354.62	1811.24	1891.2	10966.46
1360.34	1496.34	1696.14	11921.17
1509.44	1693.0	1765.11	11412.99
1483.65	1814.17	1873.35	9106.33
1425.07	1866.91	1540.18	4358.4
1578.43	2002.84	2032.11	7199.85
1734.66	2123.82	1961.75	8217.14
1420.14	1649.38	1869.09	7374.84
1379.14	2716.04	1335.55	1901.17
1534.94	4563.88	1992.94	11257.34
1884.71	2261.53	2801.78	6847.17
1402.13	1864.85	1653.49	8019.33
1335.7	1911.17	1750.01	10904.25
1320.19	1924.63	1518.4	7564.76
1475.18	2039.67	2014.99	7852.59
1467.28	1800.53	1678.14	7255.01
1416.9	1800.83	1714.18	7912.2
1509.7	1802.63	1679.29	7605.16
1447.55	1635.86	1780.42	10347.24
1739.1	1859.42	2039.09	5003.09
1376.27	1683.06	1657.98	8578.16
1376.38	2016.64	2042.5	6547.17
1478.19	1917.94	1829.31	9097.85
1456.62	1712.66	1739.54	6906.05
1254.1	1766.25	1849.05	8493.08
1201.51	1776.61	1361.16	7980.64
1441.18	1676.16	1696.43	7670.77
1578.84	1795.69	1866.36	6088.83
1566.57	1923.17	1955.87	9244.44
1459.92	1846.1	1785.07	6933.17
1363.27	1948.67	1724.65	8205.54
1633.27	2265.55	1925.87	5579.67
1288.81	1863.61	1752.14	11866.78
1483.08	2049.04	1809.59	7101.28
1159.21	1712.13	1684.55	9432.28
1417.99	2077.21	1773.12	7636.74
1678.6	1863.13	1877.04	7275.69
1721.77	1811.88	2055.69	7630.15
1356.95	1762.15	1509.3	7570.98
1370.85	1811.29	1907.39	10793.28
1604.62	2213.88	2182.41	7731.34
1399.24	2012.05	1723.06	10914.54
1394.36	1803.4	1784.77	12571.33
1403.43	1863.86	2089.92	11031.12
1731.98	1922.25	2004.98	11479.31
1779.29	1950.79	1967.39	6843.56
2205.29	2042.1	3071.91	9440.41
1397.84	1871.71	1975.52	9469.99
1428.75	2092.54	1945.53	5814.42
1467.67	1785.27	1824.1	6268.2
1501.61	1979.88	1933.61	11953.58
1302.21	1718.21	2056.47	9372.66
1444.87	1850.99	1734.22	10616.97
1551.08	1785.58	1857.1	6194.52
1342.71	1632.84	1435.72	9279.76
1302.91	1934.15	1593.92	6853.73
2023.39	2443.89	3334.52	15565.02
1415.21	1900.94	1622.65	9195.13
1378.69	1766.76	1612.84	5063.56
1787.12	2244.23	2192.18	8063.61
1573.78	1890.47	2211.63	12063.18
1873.69	7765.68	993.94	1048.88
1305.66	1859.59	1841.58	10465.32
1421.63	1832.61	1749.02	12741.77
1380.72	1714.44	1572.13	8319.26
1611.72	1919.38	1837.74	9396.73
1586.96	1959.07	2163.87	14181.04
2406.11	7640.44	1178.28	972.72
1789.73	1614.07	2097.82	9462.44
1396.7	1937.86	1660.84	7008.26
1494.59	1828.4	1862.42	5698.0
1456.84	2017.26	1720.59	7668.75
1186.53	1768.92	1788.61	8846.14
1205.72	1842.6	1428.32	9472.74
1462.17	1902.43	1681.17	6923.31
1389.69	1912.57	1637.35	8607.97
1483.99	1766.21	2002.84	11320.68
1319.42	2157.28	1794.3	9205.28
1651.74	1911.78	2111.97	7051.73
1407.6	1771.12	1649.03	6265.17
1355.53	1604.52	1757.51	10047.39
1371.7	2032.99	1686.23	6835.57
1407.14	1859.83	1512.67	6765.33
1341.47	1739.44	1825.96	6397.56
1345.43	1827.04	1793.39	7530.9
1327.53	1860.37	1644.11	7431.5
1354.34	2059.48	1738.72	7310.89
1157.76	2071.66	1904.85	6692.33
1257.74	1929.91	1593.92	9537.91
1706.09	1961.92	2731.99	19002.81
1452.48	2144.34	2150.71	7583.71
1276.22	2121.25	1807.2	9607.5
1194.41	1786.53	1766.4	7393.38
1424.39	2010.75	1700.95	7275.05
1328.73	1842.43	1709.04	6685.71
1289.42	1953.3	1656.8	8063.47
1299.3	1805.47	1786.2	7357.31
1605.81	1908.14	2064.3	8867.92
1500.5	2183.16	1597.38	7462.04
1300.43	1614.43	1662.21	9275.2
1471.81	1677.02	1921.4	13754.64
1659.01	1722.17	2304.26	8573.04
1380.52	1835.81	1798.8	9274.41
1260.48	1940.4	1989.11	9893.88
1355.26	1754.79	1586.04	7270.29
1424.03	1966.76	1853.92	7962.29
1514.67	2057.93	1777.88	8590.19
1403.13	1668.8	1721.64	7742.5
1224.73	1977.05	1666.54	9006.69
1229.6	1960.74	1589.54	7793.1
1274.1	1826.56	1561.31	8925.13
1308.38	1891.2	1664.27	10275.04
1308.25	1605.32	1561.2	9920.24
1403.02	1863.45	2101.47	8136.53
1444.27	1797.88	1850.49	10000.0
1417.33	2053.59	1843.62	8321.13
1474.94	1919.56	1850.86	11040.5
1505.49	2117.96	1825.32	6988.86
1434.29	1950.02	1774.34	6485.56
1390.98	2134.83	1966.21	6872.33
1393.12	1737.71	1634.9	8756.18
1272.24	1742.22	1684.11	7296.22
1236.97	1896.51	1660.37	9040.33
1402.14	2231.84	1707.32	7996.85
1550.06	1788.17	1762.92	8754.63
1639.96	1728.34	2291.18	6943.41
1426.61	2106.45	1884.37	8934.71
1860.6	2076.47	2455.63	12635.08
1368.13	2012.16	2029.22	7907.0
1615.11	2024.52	1816.61	6627.58
1474.33	2131.03	1709.92	9251.61
1451.6	1837.02	1711.04	9182.41
1615.2	2180.43	2092.25	9678.4
1382.06	1785.96	1779.82	7117.39
1360.43	2315.97	2104.24	8996.17
1368.17	1714.83	1863.75	7777.74
1493.04	1680.96	1763.58	13312.31
1431.78	2003.15	1948.24	9264.88
1498.8	1844.05	1815.36	7844.35
1612.56	1850.66	1650.46	8742.12
1361.22	2008.43	1932.8	6646.08
1395.74	1918.73	1741.19	10109.58
1471.05	2010.85	1677.73	10644.38
1529.09	1817.78	1508.63	6986.72
1417.81	2058.6	1759.96	9047.19
1719.15	2039.07	2144.74	7352.1
1524.71	2188.88	1326.74	8352.16
1497.99	1657.59	1976.26	10203.19
1280.07	1726.85	1444.63	8606.17
1505.53	1989.0	1627.55	6883.26
1399.6	1794.51	1857.47	8375.36
1611.54	2039.86	1942.66	8066.61
1318.95	1864.95	1896.98	7713.24
1353.2	1844.53	1731.14	7763.06
1923.93	2384.42	2979.63	9514.98
1546.73	1901.11	1839.87	8682.5
1416.59	1996.43	1883.1	8470.33
1276.07	1626.78	1428.18	6243.24
1638.05	1758.98	2198.42	13399.13
1565.89	1957.15	2032.89	7832.52
1610.22	2302.07	2345.51	11598.42
1233.26	1537.43	1472.68	8570.78
1304.85	1943.87	1178.23	10871.43
1450.78	1913.41	1726.24	6360.8
1322.15	1921.55	1456.97	5963.74
1385.4	1977.78	1476.3	7692.85
1375.26	1777.62	1550.39	6090.08
1408.67	2299.75	1717.74	8903.47
1367.41	1594.04	1513.01	6438.54
1240.55	1732.31	1625.73	7878.81
1306.49	1664.35	1540.65	8721.5
1403.32	1897.98	2004.48	8897.82
1041.87	2150.34	2189.02	12946.54
1466.57	2105.02	1534.41	7127.46
1454.87	3097.31	1847.9	1560.87
1188.67	1707.77	1699.89	8030.75
1288.93	1816.25	1503.39	7472.61
1242.52	1840.27	1731.47	8608.82
1409.0	1936.5	1853.73	5109.55
1497.12	2150.07	1837.42	7324.89
1245.2	1660.86	1583.83	7611.36
1444.54	1871.34	1900.67	8171.86
1346.97	1975.91	1839.58	12307.16
1454.81	1616.61	1939.26	10131.54
1295.23	1598.27	1662.02	8316.82
1310.0	1763.19	1806.65	10233.71
1250.84	2093.85	1874.82	5330.05
1180.11	1841.5	1571.75	6682.58
983.34	1645.6	1447.61	4333.92
911.12	1919.13	1590.91	7706.76
1253.34	2050.9	1882.38	9405.25
1296.91	1710.36	1432.9	5215.12
983.7	1962.73	1624.45	6973.23
1229.85	1960.61	1093.86	8484.61
1303.92	1815.09	1672.58	13338.96
1341.51	1898.15	1425.41	6005.67
1279.89	2076.52	2196.7	11154.31
1365.34	1847.3	2073.32	8595.05
1325.75	1604.55	1814.79	7822.19
993.16	1553.64	1494.06	5319.44
1409.23	2608.88	1601.57	2635.91
1916.63	8847.93	911.15	929.51
1320.73	2055.36	1630.3	10030.23
1097.79	1668.33	1571.14	11164.9
1347.54	1760.65	1632.7	9564.94
1330.21	1593.47	1963.44	6812.95
1369.04	1779.03	1731.12	10300.26
1372.68	1786.25	2324.28	10117.22
1414.24	1585.32	2057.54	6824.91
1480.28	2032.13	1979.69	9063.99
1502.66	2456.9	2740.62	9166.74
1313.12	1565.66	1829.9	6378.26
1153.24	1550.12	1687.84	8223.03
1512.14	2123.84	1956.21	10438.21
1349.43	1738.39	1822.6	7913.78
1179.49	1559.96	1414.3	6559.79
1294.46	2210.47	1661.95	9382.71
1493.06	1787.49	2125.16	8206.2
1247.46	1877.57	1727.5	10066.54
1303.36	1779.51	1788.0	10260.68
1497.88	1841.22	2219.97	10346.09
1306.8	1907.58	2060.22	5749.64
1090.34	1856.28	1654.53	8370.44
1338.18	1862.96	1920.92	8325.33
1346.71	2030.45	2229.12	10379.08
1367.76	1730.27	1705.06	9112.1
1520.23	2066.95	1982.6	7405.72
1442.3	1886.56	1840.81	9320.3
1659.53	1826.76	2460.81	12073.86
1355.87	1703.05	1910.36	10547.28
1334.01	1607.94	1872.97	11458.06
1253.9	1745.07	1631.94	6007.51
1232.58	1701.76	1544.02	9814.97
1333.77	1778.26	1754.47	8467.64
1268.73	3337.85	1517.14	1678.41
1265.99	1901.84	1767.23	5388.59
811.36	1654.02	1346.75	9928.96
1028.26	1669.58	1434.35	6816.95
1331.4	2079.13	1982.98	12764.61
1511.14	1856.29	2319.13	12141.43
1887.01	2228.33	4015.96	19997.51
1476.32	1913.83	2065.62	4164.12
1231.22	1785.86	1898.03	9061.16
1229.32	1947.39	1786.63	8143.21
1277.16	1910.54	1878.09	7989.06
1322.03	1782.54	1943.75	5751.66
1437.53	1862.27	1639.27	9182.53
1357.2	1699.87	1700.01	12829.77
1375.62	1913.03	1925.91	6631.12
994.33	1762.96	1541.22	5645.98
1151.24	1732.11	1699.82	9195.25
1678.93	1937.07	2682.39	10741.96
1443.34	1747.83	1881.63	12870.31
1347.59	2110.09	1602.74	7031.53
1497.94	1803.09	2075.17	5808.54
1244.28	1680.52	1939.92	9357.45
1246.98	1611.68	1598.05	8239.98
1407.77	1724.36	1572.1	6424.98
1450.35	1926.37	1458.57	4874.46
1183.8	1707.68	1438.61	13127.6
1456.77	1685.18	1721.69	6099.63
1199.74	1661.95	1668.0	10853.77
1320.98	1672.17	1902.43	11346.11
1400.12	1787.48	1743.1	12991.17
1292.37	2002.68	1679.83	8157.69
702.88	1483.92	1215.63	5248.01
1110.97	2109.4	1324.91	5502.16
1150.09	1899.51	1540.74	6565.48
1212.26	1943.55	1506.66	8657.26
1164.05	1597.23	1145.97	6078.75
1274.29	1684.65	1551.52	7089.03
1287.98	1724.56	1408.46	7431.7
1188.08	1948.9	1666.59	5611.1
1069.35	1553.74	1316.03	5817.36
935.63	1893.71	1374.64	6288.36
1155.53	1837.56	1400.07	6715.39
1009.96	1568.79	1304.57	4966.2
1274.36	1911.11	1666.74	7522.64
1208.95	1949.58	1781.76	13265.88
1234.58	1758.08	1955.82	6676.37
982.05	1986.91	1233.58	6428.86
995.06	1586.96	1458.18	5262.55
1299.41	2276.24	1239.44	6892.84
929.65	1761.21	1586.77	8891.17
1276.62	1886.75	1388.97	7035.47
965.37	1753.06	1472.46	5660.81
854.38	1911.84	1216.31	5924.19
1072.87	1976.54	1452.65	5420.54
1059.39	1824.88	1667.0	4641.77
1174.9	2063.48	1430.19	6591.35
976.88	1724.91	1379.09	6844.02
1051.64	1773.02	1288.22	6840.54
1023.16	1864.14	1344.34	8211.63
1141.41	1701.47	1595.52	9078.13
1575.83	2140.75	1848.52	8235.36
1311.27	1813.13	1874.03	7366.94
1097.05	1862.24	1964.83	9689.71
1061.3	2114.0	1442.17	6956.45
1112.18	1931.19	1606.34	6681.7
1161.81	1930.36	1486.19	6963.95
730.95	3001.47	1116.4	1631.15
1153.03	1673.89	1295.43	9233.88
1114.1	2110.0	1426.77	6543.13
1300.23	1916.64	1499.97	9065.74
1251.03	1889.13	1680.54	8816.68
1033.03	2480.52	1607.0	6157.53
1013.82	1624.39	1250.92	5799.03
1008.73	2126.97	1490.32	7795.71
1034.77	1625.63	1246.49	6049.94
1095.48	1824.39	1297.05	6883.36
921.99	2096.71	1222.38	6948.51
1290.12	1946.99	1432.43	9219.48
931.82	1832.28	1435.12	7135.77
934.13	1997.11	1425.27	6846.46
1219.35	1712.96	1272.64	8449.49
1069.07	1760.15	1309.4	6896.29
1086.1	1949.45	1407.5	6141.18
1028.8	1845.81	1085.86	8037.66
1014.73	1953.78	1449.59	9494.76
1202.92	1875.35	1654.58	10870.51
1166.89	1826.27	1311.59	5812.55
1064.44	2120.34	1160.2	7017.19
1278.85	2049.88	1433.36	7565.79
1123.64	1933.13	1394.56	7332.23
1083.35	1620.93	1247.66	6001.86
1056.21	1834.49	1529.48	5277.3
1578.08	1957.2	1682.25	5935.41
1289.6	1902.35	1815.32	5867.14
1137.62	2018.69	1516.54	10404.98
910.61	1576.88	1250.21	8250.51
980.86	2035.54	1820.94	6118.31
1456.95	2113.07	2243.77	9816.26
1226.09	1848.43	1633.86	8489.89
1427.25	1764.12	1795.2	6903.3
1487.84	2056.26	2049.2	14539.23
1353.21	1792.38	1632.7	5102.63
1203.64	2067.31	1420.11	8764.6
1196.33	1867.26	1317.91	7636.74
917.99	1956.53	1132.21	5954.21
1105.43	1778.34	1718.41	12367.24
1213.02	1667.11	1747.12	7541.56
1132.96	1855.07	1363.5	8052.76
1058.98	1728.64	1457.46	9131.42
992.89	1874.4	1544.83	7627.31
927.98	1732.27	1377.46	7316.14
1121.33	1785.31	1464.69	6223.4
1202.1	1684.92	1387.31	8010.77
1142.73	1974.06	1420.45	9190.11
783.85	1535.55	1157.1	5317.89
1000.97	1835.83	1438.92	8043.19
1056.83	2162.8	1581.55	9990.87
1269.27	2182.24	1690.76	9722.56
1465.17	1714.24	2663.61	9388.8
951.66	1778.68	1683.7	7281.68
1413.84	2394.13	1716.79	6586.43
1121.46	1961.16	1562.5	6065.83
1129.52	1655.52	1381.95	5228.58
1213.85	1892.08	1285.43	6166.11
1281.89	1880.35	1469.33	9389.56
1087.03	1760.0	1572.96	7903.88
1247.64	1729.9	1363.34	6330.51
1002.7	1872.32	1286.29	7755.78
1280.91	1977.79	1515.91	5819.84
1198.54	1721.71	1779.89	9658.13
1181.94	1771.53	1822.65	9616.62
1084.89	1761.44	1478.22	6730.94
1184.27	1693.34	1393.11	5382.8
1222.71	2190.34	1628.16	7661.43
1257.8	1692.62	1489.7	9151.96
1237.7	1686.5	1416.93	6166.07
1202.12	2173.34	1486.89	8493.19
980.15	1709.1	1192.39	7965.14
1034.17	1789.42	1410.09	7988.25
1337.66	2202.76	1771.54	10119.82
1136.28	1800.41	1522.26	5456.95
1244.93	2022.15	1612.43	8748.66
